"COMPANY 
","FROM YEAR 
","TO YEAR 
","ATTACHMENT 
","**XBRL 
","ORIGINAL SUBMISSION DATE 
","LATEST REVISION DATE 
"
"BASF India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/BASFIL_09072024141801_SEletterBRSRsigned.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175952_09072024021924_WEB.xml","09-Jul-2024","-"
"Birlasoft Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/BSOFT_09072024135105_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175903_09072024015205_WEB.xml","09-Jul-2024","-"
"Nesco Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/NESCO_09072024133851_NescoLimitedBRSRReport2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175876_09072024013911_WEB.xml","09-Jul-2024","-"
"FAIRCHEM ORGANICS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/FAIRCHEMOR_09072024133237_FOL_BRSR_202324.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175864_09072024013256_WEB.xml","09-Jul-2024","-"
"Rainbow Childrens Medicare Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/RAINBOWUSER_09072024120828_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175627_09072024120928_WEB.xml","09-Jul-2024","-"
"ABANS HOLDINGS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/AHL_09072024114633_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175563_09072024114640_WEB.xml","09-Jul-2024","-"
"Sun Pharmaceutical Industries Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/SUNSEC_09072024114223_BRSR2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175545_09072024114256_WEB.xml","09-Jul-2024","-"
"Orient Electric Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ORIENTELEC_09072024112708_BRSRReport08072024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175509_09072024112722_WEB.xml","09-Jul-2024","-"
"Centrum Capital Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/CENTRUM_09072024112645_BSENSEIntimation_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175508_09072024112705_WEB.xml","09-Jul-2024","-"
"Thermax Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/THERMAXNSE_09072024111142_SEIntimationBRSR1.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175487_09072024111207_WEB.xml","09-Jul-2024","-"
"Universal Cables Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/UNIVCABLES_09072024110624_Letter_Submission_of_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175472_09072024110637_WEB.xml","09-Jul-2024","-"
"RAJRATAN GLOBAL WIRE LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/RAJRATAN_10102024095638_20240708BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1263985_10102024095741_WEB.xml","09-Jul-2024","10-Oct-2024"
"Shriram Finance Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/Mathew_09072024102107_NSEBSE060724BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175403_09072024102251_WEB.xml","09-Jul-2024","-"
"PRIVI SPECIALITY CHEMICALS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/FAIRCHEMDP_09072024094228_LettertoBSEandNSEBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175386_09072024094242_WEB.xml","09-Jul-2024","-"
"Camlin Fine Sciences Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/CAMLINFINE_09072024093900_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175385_09072024094035_WEB.xml","09-Jul-2024","-"
"Vindhya Telelinks Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/VINDHYATEL_09072024091240_SBRSRReport202324.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1175370_09072024091301_WEB.xml","09-Jul-2024","-"
"BF INVESTMENT LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/BFINVEST_08072024132822_BRSR_BFIL_08072024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1174095_08072024012838_WEB.xml","08-Jul-2024","-"
"V-GUARD INDUSTRIES LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/VGIL1_06072024224807_Intimation.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1173260_06072024105421_WEB.xml","06-Jul-2024","-"
"Kirloskar Brothers Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/KIRLOSBROS_06072024215252_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1173225_06072024095313_WEB.xml","06-Jul-2024","-"
"IFGL REFRACTORIES LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/IFGLEXPOR_06072024214733_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1173220_06072024094747_WEB.xml","06-Jul-2024","-"
"MRF Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MRF_06072024213327_brsr.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1173215_06072024093415_WEB.xml","06-Jul-2024","-"
"ALLSEC TECHNOLOGIES LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/ALLSEC_05072024214031_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171557_05072024094244_WEB.xml","05-Jul-2024","-"
"JSW Infrastructure Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/GAZAL786_05072024203127_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171537_05072024083141_WEB.xml","05-Jul-2024","-"
"Data Patterns (India) Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/Datapatterns_05072024201414_SubmissionofBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171531_05072024081436_WEB.xml","05-Jul-2024","-"
"Elgi Equipments Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ELGIEQUIP_05072024195528_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171525_05072024075542_WEB.xml","05-Jul-2024","-"
"UNITED SPIRITS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/MCDOWELL_05072024192110_SE_BRSR_Intimation2024_sd.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171476_05072024072139_WEB.xml","05-Jul-2024","-"
"Tube Investments of India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TIINDIA_05072024192007_TIIBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171475_05072024072020_WEB.xml","05-Jul-2024","-"
"SUTLEJ TEXTILES AND INDUSTRIES LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/SUTLEJTEX_05072024185635_STILBRSR2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171435_05072024065659_WEB.xml","05-Jul-2024","-"
"Torrent Power Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TORNTPOWER_05072024170047_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171174_05072024050111_WEB.xml","05-Jul-2024","-"
"Indian Metals & Ferro Alloys Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/IMFA_05072024164944_BRSR_Report_FY_2023_24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171137_05072024045113_WEB.xml","05-Jul-2024","-"
"Transport Corporation of India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ak_bansal_tcil_com_05072024164433_BRSRpdf.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171125_05072024044502_WEB.xml","05-Jul-2024","-"
"Shanthi Gears Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/SHANTIGEAR_05072024164205_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1171120_05072024044224_WEB.xml","05-Jul-2024","-"
"HAPPY FORGINGS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/9876964720_05072024142100_BRSRfy2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170854_05072024022124_WEB.xml","05-Jul-2024","-"
"Akzo Nobel India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/AKZOINDIA_05072024130509_AkzoBRSR2023_24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170749_05072024010539_WEB.xml","05-Jul-2024","-"
"Mangalam Cement Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MANGLMCEM_05072024112513_BRSR_F_S.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170598_05072024112716_WEB.xml","05-Jul-2024","-"
"Cholamandalam Investment and Finance Company Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/lakshmits_04072024235557_SE_LetterBRSR_report_2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170513_04072024115610_WEB.xml","04-Jul-2024","-"
"PDS Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/PDSL_04072024232405_Ltr_BRSR_040724_Upload.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170509_04072024112448_WEB.xml","04-Jul-2024","-"
"TCPL Packaging Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TCPLPACK_04072024222612_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170496_04072024102619_WEB.xml","04-Jul-2024","-"
"ASTEC LIFESCIENCES LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/ASTEC_04072024211716_BSENSENoticeofAGM.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170479_04072024091728_WEB.xml","04-Jul-2024","-"
"AU Small Finance Bank Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/AUBANK_04072024210712_Annual_Report_Disclosure.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170475_04072024091116_WEB.xml","04-Jul-2024","-"
"JSW Steel Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/Supriya_04072024205538_BRSRREPORT.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170474_04072024085617_WEB.xml","04-Jul-2024","-"
"HIL Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/HIL_04072024190350_HILBRSRdt31032024signed.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170413_04072024070400_WEB.xml","04-Jul-2024","-"
"Apcotex Industries Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/APCOTEXIND_04072024182156_brsrintimationsigned.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170322_04072024062215_WEB.xml","04-Jul-2024","-"
"Lloyds Engineering Works Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/LSIL_04072024181713_CoveringandBRSR202324.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170317_04072024061954_WEB.xml","04-Jul-2024","-"
"Suven Life Sciences Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/SUVEN_04072024164444_SuvenLife_BRSR_2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170171_04072024045220_WEB.xml","04-Jul-2024","-"
"Exide Industries Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/EXIDEIND_04072024145351_SDSEBRSRFINALEXIDE.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169986_04072024025409_WEB.xml","04-Jul-2024","-"
"Ador Welding Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ADORWELD_04072024141718_REG34_2__f_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169951_04072024021733_WEB.xml","04-Jul-2024","-"
"GRAPHITE INDIA LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/GILKOLKATA_04072024172714_SEGILBRSRREV202324.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170229_04072024052750_WEB.xml","04-Jul-2024","04-Jul-2024"
"Lakshmi Machine Works Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/LAXMIMACH_04072024135727_BRSR04072024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169938_04072024015749_WEB.xml","04-Jul-2024","-"
"BALKRISHNA INDUSTRIES LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/BALKRISIND_04072024115514_CoveringletterBRSRcombinedsigned.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169795_04072024115638_WEB.xml","04-Jul-2024","-"
"HDFC Asset Management Company Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/DEEPTI_03072024212343_NSEBSE_24_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169690_03072024092706_WEB.xml","03-Jul-2024","-"
"Precision Camshafts Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/PRECAMS_03072024202749_BSE.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169678_03072024082812_WEB.xml","03-Jul-2024","-"
"BLISS GVS PHARMA LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/BLISSGVS_03072024201233_IntimationofBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169674_03072024081248_WEB.xml","03-Jul-2024","-"
"Thangamayil Jewellery Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/THANGAMAYL_03072024185716_TMJLBRSR202324.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169614_03072024065732_WEB.xml","03-Jul-2024","-"
"Indian Bank",2023,2024,"https://nsearchives.nseindia.com/corporate/INDIANB_03072024180145_BRSR_FY24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169520_03072024060212_WEB.xml","03-Jul-2024","-"
"Godrej Properties Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/GODREJPROP_03072024173705_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169460_03072024053906_WEB.xml","03-Jul-2024","-"
"Tips Industries Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TIPSINDLTD_03072024173430_TIPSINDLTDBRSRp.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169455_03072024053521_WEB.xml","03-Jul-2024","-"
"IDBI Bank Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MANESHJ_03072024171049_SE_BRSR_FY2324.PDF","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169443_03072024052602_WEB.xml","03-Jul-2024","-"
"SUMITOMO CHEMICAL INDIA LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/SUMICHEM_03072024165520_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169395_03072024045535_WEB.xml","03-Jul-2024","-"
"V-MART RETAIL LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/VMART_03072024155354_BRSR_FY24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169294_03072024035419_WEB.xml","03-Jul-2024","-"
"Tech Mahindra Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TECHM_03072024154611_SEintimationBRSRFY24S.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169289_03072024034705_WEB.xml","03-Jul-2024","-"
"GIC Housing Finance Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/GICHSGFIN_04072024175350_NSE.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1170274_04072024055420_WEB.xml","03-Jul-2024","04-Jul-2024"
"Ashok Leyland Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ASHOKLEY_03072024122054_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169158_03072024122109_WEB.xml","03-Jul-2024","-"
"Tanla Platforms Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TANLA_03072024033815_SEIntimationBRSR2024Final.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169052_03072024034005_WEB.xml","03-Jul-2024","-"
"Syngene International Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/SYNGENE2_02072024234645_IntimationofBRSRFY2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169050_02072024114710_WEB.xml","02-Jul-2024","-"
"Piramal Pharma Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/PIRAMALPHARMA_02072024225418_BRSR2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169041_02072024105443_WEB.xml","02-Jul-2024","-"
"Shriram Pistons & Rings Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/SHRIPISTON_02072024223055_NSEINTIMATIONBRSR2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169036_02072024103112_WEB.xml","02-Jul-2024","-"
"Ujjivan Small Finance Bank Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/SFBUJJIVAN_02072024222523_48_BRSR_FY202324_02072024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1169035_02072024102557_WEB.xml","02-Jul-2024","-"
"Mahindra Holidays & Resorts India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MHRIL_02072024194427_BRSRFY202324.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168970_02072024074740_WEB.xml","02-Jul-2024","-"
"Nuvoco Vistas Corporation Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/NUVOCO_02072024182257_IntimationBRSRsigned.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168877_02072024062354_WEB.xml","02-Jul-2024","-"
"PIX TRANSMISSIONS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/SHYBUV_02072024174848_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168807_02072024054900_WEB.xml","02-Jul-2024","-"
"Voltamp Transformers Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/VOLTAMP_02072024174129_BRSR_202324_signed.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168792_02072024054205_WEB.xml","02-Jul-2024","-"
"Punjab & Sind Bank",2023,2024,"https://nsearchives.nseindia.com/corporate/PSB_02072024172732_bsense02072024brsr.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168771_02072024052818_WEB.xml","02-Jul-2024","-"
"Colgate Palmolive (India) Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/CPIL_02072024165347_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168725_02072024045736_WEB.xml","02-Jul-2024","-"
"JSW Holdings Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/JSWHL_02072024155807_BRSRSigned.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168663_02072024041518_WEB.xml","02-Jul-2024","-"
"Apollo Tyres Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/APOLLOTYRE1_02072024160157_IntimationBRSR02072024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168651_02072024040549_WEB.xml","02-Jul-2024","-"
"Mirza International Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MIRZAINT_02072024135400_BRSR_31032024_signed.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168543_02072024015415_WEB.xml","02-Jul-2024","-"
"Axis Bank Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/AXISBANK1_02072024133842_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168533_02072024013925_WEB.xml","02-Jul-2024","-"
"Hindustan Zinc Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/HINDZINCNSE_02072024133636_SEIntimationBRSR02072024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168532_02072024013650_WEB.xml","02-Jul-2024","-"
"Pearl Global Industries Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/PGIL_01072024231440_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168360_01072024111503_WEB.xml","01-Jul-2024","-"
"Artemis Medicare Services Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ARTEMISMED_01072024180334_Business_Responsibility_Sustainability_Report.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168123_01072024060347_WEB.xml","01-Jul-2024","-"
"Shree Digvijay Cement Co.Ltd",2023,2024,"https://nsearchives.nseindia.com/corporate/SHREEDIG_01072024173240_BRSR_Report_FY_2023_24_SDCCL.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1168062_01072024053612_WEB.xml","01-Jul-2024","-"
"Advanced Enzyme Technologies Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/AETL_01072024163452_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167962_01072024043512_WEB.xml","01-Jul-2024","-"
"Century Textiles & Industries Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/CENTURYTEX_01072024144643_FinalBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167837_01072024030748_WEB.xml","01-Jul-2024","-"
"Mphasis Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MPHASIS_30062024115904_SubmissionofBRSRFY24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167470_30062024115950_WEB.xml","30-Jun-2024","-"
"CG Power and Industrial Solutions Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/CGPOWER_29062024232811_Disclosure_BRSR_2023_24_final.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167449_29062024113626_WEB.xml","29-Jun-2024","-"
"UTI Asset Management Company Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/CSUTIAMC_29062024213543_BRSR_REPORT.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167432_29062024094300_WEB.xml","29-Jun-2024","-"
"Firstsource Solutions Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/FSL_29062024202413_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167410_29062024082545_WEB.xml","29-Jun-2024","-"
"Mahindra Lifespace Developers Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/MAHLIFE1_29062024201654_MLDLBRSRSEIntimationwithattachSG.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167409_29062024082250_WEB.xml","29-Jun-2024","-"
"Wendt (India) Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/WENDT_29062024201044_brsr_intimation_sd.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167404_29062024081120_WEB.xml","29-Jun-2024","-"
"Mahindra & Mahindra Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ferozebaria_29062024195438_AnnualReportwithBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167401_29062024075519_WEB.xml","29-Jun-2024","-"
"Torrent Pharmaceuticals Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TORNTPHARM_29062024193555_SEIntimationSubmissionofBRSR2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167393_29062024073608_WEB.xml","29-Jun-2024","-"
"MACROTECH DEVELOPERS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/LODHA_29062024163509_Lodha_BRSR_FY24dsc.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1167229_29062024043826_WEB.xml","29-Jun-2024","-"
"ICRA Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ICRA_29062024121058_BRSRFY24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166851_29062024121206_WEB.xml","29-Jun-2024","-"
"Kirloskar Pneumatic Company Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/truneshgujar_28062024221033_KPCLBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166700_28062024101103_WEB.xml","28-Jun-2024","-"
"JYOTHY LABS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/JYOTHYLAB_28062024204042_JLL_BRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166647_28062024084124_WEB.xml","28-Jun-2024","-"
"HEG Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/HEG_28062024200948_HEGLimitedBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166619_28062024081014_WEB.xml","28-Jun-2024","-"
"Tejas Networks Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TEJASNET_28062024185156_filebrsr.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166495_28062024065210_WEB.xml","28-Jun-2024","-"
"Xpro India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/XPROINDIA_28062024184410_BRSR_31032024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166487_28062024064839_WEB.xml","28-Jun-2024","-"
"Bajaj Finserv Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/walimbelk_28062024180704_BFSSELetterBRSRFY2024uploading.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166366_28062024060726_WEB.xml","28-Jun-2024","-"
"Utkarsh Small Finance Bank Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/UTKARSHBANK_28062024200235_AR24.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166609_28062024080308_WEB.xml","28-Jun-2024","28-Jun-2024"
"TTK Healthcare Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/TTKHCSECL_28062024174744_SEIntimationBRSR.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166305_28062024055102_WEB.xml","28-Jun-2024","-"
"Aegis Logistics Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/AEGISCHEM_28062024165715_ALL_BRSR_Signed.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166076_28062024045900_WEB.xml","28-Jun-2024","-"
"BANARAS BEADS LIMITED",2023,2024,"https://nsearchives.nseindia.com/corporate/BANARBEADS_28062024163618_BRS.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1166004_28062024043714_WEB.xml","28-Jun-2024","-"
"Xchanging Solutions Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/XCHANGING_28062024163340_XSLBRSRReport.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165994_28062024043354_WEB.xml","28-Jun-2024","-"
"UNION BANK OF INDIA",2023,2024,"https://nsearchives.nseindia.com/corporate/UNIONBANK_28062024160557_Union_bank_BRSR_2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165919_28062024040607_WEB.xml","28-Jun-2024","-"
"Nelcast Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/NELCAST_28062024155810_NelcastBRSR202324SE.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165900_28062024040026_WEB.xml","28-Jun-2024","-"
"ITC Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/ITC_28062024115927_SE_BRSR_.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165484_28062024115938_WEB.xml","28-Jun-2024","-"
"Wheels India Limited",2023,2024,"https://nsearchives.nseindia.com/corporate/WHEELS_27062024190223_WILARFY2024.pdf","https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1165159_27062024070252_WEB.xml","27-Jun-2024","-"
